providedExternalId	providedName	parseRelation	parsedExternalId	parsedName	parsedAuthority	parsedRank	parsedCommonNames	parsedPath	parsedPathIds	parsedPathNames	parsedPathAuthorships	parsedNameSource	parsedNameSourceUrl	parsedNameSourceAccessedAt	alignRelation	alignedCatalogName	alignedExternalId	alignedName	alignedAuthority	alignedRank	alignedCommonNames	alignedKingdomName	alignedKingdomId	alignedPhylumName	alignedPhylumId	alignedClassName	alignedClassId	alignedOrderName	alignedOrderId	alignedFamilyName	alignedFamilyId	alignedSubfamilyName	alignedSubfamilyId	alignedTribeName	alignedTribeId	alignedSubtribeName	alignedSubtribeId	alignedGenusName	alignedGenusId	alignedSubgenusName	alignedSubgenusId	alignedSpeciesName	alignedSpeciesId	alignedSubspeciesName	alignedSubspeciesId	alignedPath	alignedPathIds	alignedPathNames	alignedPathAuthorships	alignedNameSource	alignedNameSourceUrl	alignedNameSourceAccessedAt
	Bombus flavescens	SAME_AS		Bombus flavescens		species		Bombus | flavescens		genus | specificEpithet		gbif-parse	https://linker.bio,https://zenodo.org/records/10810821/files,https://zenodo.org/records/10045382/files,https://zenodo.org/records/10037817/files,https://zenodo.org/records/8327611/files	hash://sha256/d2903d0384a8b8193819b8061c8c4e6fec8cc2f7fe72dc0e91c90c07ba2fe15e	SYNONYM_OF	itis	http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=714929	Bombus imitator	Pittioni, 1949	species		Animalia	ITIS:202423	Arthropoda	ITIS:82696	Insecta	ITIS:99208	Hymenoptera	ITIS:152741	Apidae	ITIS:154394	Apinae	ITIS:633913	Bombini	ITIS:633933			Bombus	ITIS:154397			Bombus imitator	ITIS:714929			Animalia | Bilateria | Protostomia | Ecdysozoa | Arthropoda | Hexapoda | Insecta | Pterygota | Neoptera | Holometabola | Hymenoptera | Apocrita | Aculeata | Apoidea | Apidae | Apinae | Bombini | Bombus | Bombus imitator	ITIS:202423 | ITIS:914154 | ITIS:914155 | ITIS:914158 | ITIS:82696 | ITIS:563886 | ITIS:99208 | ITIS:100500 | ITIS:563890 | ITIS:914213 | ITIS:152741 | ITIS:152864 | ITIS:709253 | ITIS:154344 | ITIS:154394 | ITIS:633913 | ITIS:633933 | ITIS:154397 | ITIS:714929	kingdom | subkingdom | infrakingdom | superphylum | phylum | subphylum | class | subclass | infraclass | superorder | order | suborder | infraorder | superfamily | family | subfamily | tribe | genus | species		itis	https://linker.bio,https://zenodo.org/records/10810821/files,https://zenodo.org/records/10045382/files,https://zenodo.org/records/10037817/files,https://zenodo.org/records/8327611/files	hash://sha256/d2903d0384a8b8193819b8061c8c4e6fec8cc2f7fe72dc0e91c90c07ba2fe15e
	Bombus flavescens	SAME_AS		Bombus flavescens		species		Bombus | flavescens		genus | specificEpithet		gbif-parse	https://linker.bio,https://zenodo.org/records/10810821/files,https://zenodo.org/records/10045382/files,https://zenodo.org/records/10037817/files,https://zenodo.org/records/8327611/files	hash://sha256/d2903d0384a8b8193819b8061c8c4e6fec8cc2f7fe72dc0e91c90c07ba2fe15e	SAME_AS	ncbi	https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=207629	Bombus flavescens		species		Metazoa	NCBI:33208	Arthropoda	NCBI:6656	Insecta	NCBI:50557	Hymenoptera	NCBI:7399	Apidae	NCBI:7458	Apinae	NCBI:70987	Bombini	NCBI:83311			Bombus	NCBI:28641	Pyrobombus	NCBI:144703	Bombus flavescens	NCBI:207629			root | cellular organisms | Eukaryota | Opisthokonta | Metazoa | Eumetazoa | Bilateria | Protostomia | Ecdysozoa | Panarthropoda | Arthropoda | Mandibulata | Pancrustacea | Hexapoda | Insecta | Dicondylia | Pterygota | Neoptera | Endopterygota | Hymenoptera | Apocrita | Aculeata | Apoidea | Apidae | Apinae | Bombini | Bombus | Pyrobombus | Bombus flavescens	NCBI:1 | NCBI:131567 | NCBI:2759 | NCBI:33154 | NCBI:33208 | NCBI:6072 | NCBI:33213 | NCBI:33317 | NCBI:1206794 | NCBI:88770 | NCBI:6656 | NCBI:197563 | NCBI:197562 | NCBI:6960 | NCBI:50557 | NCBI:85512 | NCBI:7496 | NCBI:33340 | NCBI:33392 | NCBI:7399 | NCBI:7400 | NCBI:7434 | NCBI:34735 | NCBI:7458 | NCBI:70987 | NCBI:83311 | NCBI:28641 | NCBI:144703 | NCBI:207629	|  | superkingdom | clade | kingdom | clade | clade | clade | clade | clade | phylum | clade | clade | subphylum | class | clade | subclass | infraclass | cohort | order | suborder | infraorder | superfamily | family | subfamily | tribe | genus | subgenus | species		ncbi	https://linker.bio,https://zenodo.org/records/10810821/files,https://zenodo.org/records/10045382/files,https://zenodo.org/records/10037817/files,https://zenodo.org/records/8327611/files	hash://sha256/d2903d0384a8b8193819b8061c8c4e6fec8cc2f7fe72dc0e91c90c07ba2fe15e
	Bombus flavidus	SAME_AS		Bombus flavidus		species		Bombus | flavidus		genus | specificEpithet		gbif-parse	https://linker.bio,https://zenodo.org/records/10810821/files,https://zenodo.org/records/10045382/files,https://zenodo.org/records/10037817/files,https://zenodo.org/records/8327611/files	hash://sha256/d2903d0384a8b8193819b8061c8c4e6fec8cc2f7fe72dc0e91c90c07ba2fe15e	HAS_ACCEPTED_NAME	col	https://www.catalogueoflife.org/data/taxon/5WNPD	Bombus flavidus	Eversmann, 1852	species		Animalia	COL:N	Arthropoda	COL:RT	Insecta	COL:H6	Hymenoptera	COL:HYM	Apidae	COL:6KD	Apinae	COL:J5V	Bombini	COL:KN5			Bombus	COL:62H8K			Bombus flavidus	COL:5WNPD			Biota | Animalia | Arthropoda | Insecta | Hymenoptera | Apoidea | Apidae | Apinae | Bombini | Bombus | Bombus flavidus	COL:5T6MX | COL:N | COL:RT | COL:H6 | COL:HYM | COL:625GP | COL:6KD | COL:J5V | COL:KN5 | COL:62H8K | COL:5WNPD	unranked | kingdom | phylum | class | order | superfamily | family | subfamily | tribe | genus | species		col	https://linker.bio,https://zenodo.org/records/10810821/files,https://zenodo.org/records/10045382/files,https://zenodo.org/records/10037817/files,https://zenodo.org/records/8327611/files	hash://sha256/d2903d0384a8b8193819b8061c8c4e6fec8cc2f7fe72dc0e91c90c07ba2fe15e
	Bombus flavidus	SAME_AS		Bombus flavidus		species		Bombus | flavidus		genus | specificEpithet		gbif-parse	https://linker.bio,https://zenodo.org/records/10810821/files,https://zenodo.org/records/10045382/files,https://zenodo.org/records/10037817/files,https://zenodo.org/records/8327611/files	hash://sha256/d2903d0384a8b8193819b8061c8c4e6fec8cc2f7fe72dc0e91c90c07ba2fe15e	HAS_ACCEPTED_NAME	discoverlife	https://www.discoverlife.org/mp/20q?search=Bombus+flavidus	Bombus flavidus	Eversmann, 1852	species		Animalia	https://www.discoverlife.org/mp/20q?search=Animalia	Arthropoda	https://www.discoverlife.org/mp/20q?search=Arthropoda	Insecta	https://www.discoverlife.org/mp/20q?search=Insecta	Hymenoptera	https://www.discoverlife.org/mp/20q?search=Hymenoptera	Apidae	https://www.discoverlife.org/mp/20q?search=Apidae							Bombus	https://www.discoverlife.org/mp/20q?search=Bombus			Bombus flavidus	https://www.discoverlife.org/mp/20q?search=Bombus+flavidus			Animalia | Arthropoda | Insecta | Hymenoptera | Apidae | Bombus | Bombus flavidus	https://www.discoverlife.org/mp/20q?search=Animalia | https://www.discoverlife.org/mp/20q?search=Arthropoda | https://www.discoverlife.org/mp/20q?search=Insecta | https://www.discoverlife.org/mp/20q?search=Hymenoptera | https://www.discoverlife.org/mp/20q?search=Apidae | https://www.discoverlife.org/mp/20q?search=Bombus | https://www.discoverlife.org/mp/20q?search=Bombus+flavidus	kingdom | phylum | class | order | family | genus | species		discoverlife	https://linker.bio,https://zenodo.org/records/10810821/files,https://zenodo.org/records/10045382/files,https://zenodo.org/records/10037817/files,https://zenodo.org/records/8327611/files	hash://sha256/d2903d0384a8b8193819b8061c8c4e6fec8cc2f7fe72dc0e91c90c07ba2fe15e
	Bombus flavidus	SAME_AS		Bombus flavidus		species		Bombus | flavidus		genus | specificEpithet		gbif-parse	https://linker.bio,https://zenodo.org/records/10810821/files,https://zenodo.org/records/10045382/files,https://zenodo.org/records/10037817/files,https://zenodo.org/records/8327611/files	hash://sha256/d2903d0384a8b8193819b8061c8c4e6fec8cc2f7fe72dc0e91c90c07ba2fe15e	HAS_ACCEPTED_NAME	gbif	http://www.gbif.org/species/1340484	Bombus flavidus	Eversmann, 1852	species		Animalia	GBIF:1	Arthropoda	GBIF:54	Insecta	GBIF:216	Hymenoptera	GBIF:1457	Apidae	GBIF:4334							Bombus	GBIF:1340278			Bombus flavidus	GBIF:1340484			Animalia | Arthropoda | Insecta | Hymenoptera | Apidae | Bombus | Bombus flavidus	GBIF:1 | GBIF:54 | GBIF:216 | GBIF:1457 | GBIF:4334 | GBIF:1340278 | GBIF:1340484	kingdom | phylum | class | order | family | genus | species		gbif	https://linker.bio,https://zenodo.org/records/10810821/files,https://zenodo.org/records/10045382/files,https://zenodo.org/records/10037817/files,https://zenodo.org/records/8327611/files	hash://sha256/d2903d0384a8b8193819b8061c8c4e6fec8cc2f7fe72dc0e91c90c07ba2fe15e
	Bombus flavidus	SAME_AS		Bombus flavidus		species		Bombus | flavidus		genus | specificEpithet		gbif-parse	https://linker.bio,https://zenodo.org/records/10810821/files,https://zenodo.org/records/10045382/files,https://zenodo.org/records/10037817/files,https://zenodo.org/records/8327611/files	hash://sha256/d2903d0384a8b8193819b8061c8c4e6fec8cc2f7fe72dc0e91c90c07ba2fe15e	HAS_ACCEPTED_NAME	itis	http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=714907	Bombus flavidus	Eversmann, 1852	species		Animalia	ITIS:202423	Arthropoda	ITIS:82696	Insecta	ITIS:99208	Hymenoptera	ITIS:152741	Apidae	ITIS:154394	Apinae	ITIS:633913	Bombini	ITIS:633933			Bombus	ITIS:154397			Bombus flavidus	ITIS:714907			Animalia | Bilateria | Protostomia | Ecdysozoa | Arthropoda | Hexapoda | Insecta | Pterygota | Neoptera | Holometabola | Hymenoptera | Apocrita | Aculeata | Apoidea | Apidae | Apinae | Bombini | Bombus | Bombus flavidus	ITIS:202423 | ITIS:914154 | ITIS:914155 | ITIS:914158 | ITIS:82696 | ITIS:563886 | ITIS:99208 | ITIS:100500 | ITIS:563890 | ITIS:914213 | ITIS:152741 | ITIS:152864 | ITIS:709253 | ITIS:154344 | ITIS:154394 | ITIS:633913 | ITIS:633933 | ITIS:154397 | ITIS:714907	kingdom | subkingdom | infrakingdom | superphylum | phylum | subphylum | class | subclass | infraclass | superorder | order | suborder | infraorder | superfamily | family | subfamily | tribe | genus | species		itis	https://linker.bio,https://zenodo.org/records/10810821/files,https://zenodo.org/records/10045382/files,https://zenodo.org/records/10037817/files,https://zenodo.org/records/8327611/files	hash://sha256/d2903d0384a8b8193819b8061c8c4e6fec8cc2f7fe72dc0e91c90c07ba2fe15e
	Bombus flavidus	SAME_AS		Bombus flavidus		species		Bombus | flavidus		genus | specificEpithet		gbif-parse	https://linker.bio,https://zenodo.org/records/10810821/files,https://zenodo.org/records/10045382/files,https://zenodo.org/records/10037817/files,https://zenodo.org/records/8327611/files	hash://sha256/d2903d0384a8b8193819b8061c8c4e6fec8cc2f7fe72dc0e91c90c07ba2fe15e	SAME_AS	ncbi	https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=217220	Bombus flavidus		species		Metazoa	NCBI:33208	Arthropoda	NCBI:6656	Insecta	NCBI:50557	Hymenoptera	NCBI:7399	Apidae	NCBI:7458	Apinae	NCBI:70987	Bombini	NCBI:83311			Bombus	NCBI:28641	Psithyrus	NCBI:28653	Bombus flavidus	NCBI:217220			root | cellular organisms | Eukaryota | Opisthokonta | Metazoa | Eumetazoa | Bilateria | Protostomia | Ecdysozoa | Panarthropoda | Arthropoda | Mandibulata | Pancrustacea | Hexapoda | Insecta | Dicondylia | Pterygota | Neoptera | Endopterygota | Hymenoptera | Apocrita | Aculeata | Apoidea | Apidae | Apinae | Bombini | Bombus | Psithyrus | Bombus flavidus	NCBI:1 | NCBI:131567 | NCBI:2759 | NCBI:33154 | NCBI:33208 | NCBI:6072 | NCBI:33213 | NCBI:33317 | NCBI:1206794 | NCBI:88770 | NCBI:6656 | NCBI:197563 | NCBI:197562 | NCBI:6960 | NCBI:50557 | NCBI:85512 | NCBI:7496 | NCBI:33340 | NCBI:33392 | NCBI:7399 | NCBI:7400 | NCBI:7434 | NCBI:34735 | NCBI:7458 | NCBI:70987 | NCBI:83311 | NCBI:28641 | NCBI:28653 | NCBI:217220	|  | superkingdom | clade | kingdom | clade | clade | clade | clade | clade | phylum | clade | clade | subphylum | class | clade | subclass | infraclass | cohort | order | suborder | infraorder | superfamily | family | subfamily | tribe | genus | subgenus | species		ncbi	https://linker.bio,https://zenodo.org/records/10810821/files,https://zenodo.org/records/10045382/files,https://zenodo.org/records/10037817/files,https://zenodo.org/records/8327611/files	hash://sha256/d2903d0384a8b8193819b8061c8c4e6fec8cc2f7fe72dc0e91c90c07ba2fe15e
	Bombus flavifrons	SAME_AS		Bombus flavifrons		species		Bombus | flavifrons		genus | specificEpithet		gbif-parse	https://linker.bio,https://zenodo.org/records/10810821/files,https://zenodo.org/records/10045382/files,https://zenodo.org/records/10037817/files,https://zenodo.org/records/8327611/files	hash://sha256/d2903d0384a8b8193819b8061c8c4e6fec8cc2f7fe72dc0e91c90c07ba2fe15e	SYNONYM_OF	col	https://www.catalogueoflife.org/data/taxon/MFY6	Bombus vosnesenskii	Radoszkowski, 1862	species		Animalia	COL:N	Arthropoda	COL:RT	Insecta	COL:H6	Hymenoptera	COL:HYM	Apidae	COL:6KD	Apinae	COL:J5V	Bombini	COL:KN5			Bombus	COL:62H8K			Bombus vosnesenskii	COL:MFY6			Biota | Animalia | Arthropoda | Insecta | Hymenoptera | Apoidea | Apidae | Apinae | Bombini | Bombus | Bombus vosnesenskii	COL:5T6MX | COL:N | COL:RT | COL:H6 | COL:HYM | COL:625GP | COL:6KD | COL:J5V | COL:KN5 | COL:62H8K | COL:MFY6	unranked | kingdom | phylum | class | order | superfamily | family | subfamily | tribe | genus | species		col	https://linker.bio,https://zenodo.org/records/10810821/files,https://zenodo.org/records/10045382/files,https://zenodo.org/records/10037817/files,https://zenodo.org/records/8327611/files	hash://sha256/d2903d0384a8b8193819b8061c8c4e6fec8cc2f7fe72dc0e91c90c07ba2fe15e
	Bombus flavifrons	SAME_AS		Bombus flavifrons		species		Bombus | flavifrons		genus | specificEpithet		gbif-parse	https://linker.bio,https://zenodo.org/records/10810821/files,https://zenodo.org/records/10045382/files,https://zenodo.org/records/10037817/files,https://zenodo.org/records/8327611/files	hash://sha256/d2903d0384a8b8193819b8061c8c4e6fec8cc2f7fe72dc0e91c90c07ba2fe15e	HAS_ACCEPTED_NAME	col	https://www.catalogueoflife.org/data/taxon/MFJC	Bombus flavifrons	Cresson, 1863	species		Animalia	COL:N	Arthropoda	COL:RT	Insecta	COL:H6	Hymenoptera	COL:HYM	Apidae	COL:6KD	Apinae	COL:J5V	Bombini	COL:KN5			Bombus	COL:62H8K			Bombus flavifrons	COL:MFJC			Biota | Animalia | Arthropoda | Insecta | Hymenoptera | Apoidea | Apidae | Apinae | Bombini | Bombus | Bombus flavifrons	COL:5T6MX | COL:N | COL:RT | COL:H6 | COL:HYM | COL:625GP | COL:6KD | COL:J5V | COL:KN5 | COL:62H8K | COL:MFJC	unranked | kingdom | phylum | class | order | superfamily | family | subfamily | tribe | genus | species		col	https://linker.bio,https://zenodo.org/records/10810821/files,https://zenodo.org/records/10045382/files,https://zenodo.org/records/10037817/files,https://zenodo.org/records/8327611/files	hash://sha256/d2903d0384a8b8193819b8061c8c4e6fec8cc2f7fe72dc0e91c90c07ba2fe15e
	Bombus flavifrons	SAME_AS		Bombus flavifrons		species		Bombus | flavifrons		genus | specificEpithet		gbif-parse	https://linker.bio,https://zenodo.org/records/10810821/files,https://zenodo.org/records/10045382/files,https://zenodo.org/records/10037817/files,https://zenodo.org/records/8327611/files	hash://sha256/d2903d0384a8b8193819b8061c8c4e6fec8cc2f7fe72dc0e91c90c07ba2fe15e	HAS_ACCEPTED_NAME	discoverlife	https://www.discoverlife.org/mp/20q?search=Bombus+flavifrons	Bombus flavifrons	Cresson, 1863	species		Animalia	https://www.discoverlife.org/mp/20q?search=Animalia	Arthropoda	https://www.discoverlife.org/mp/20q?search=Arthropoda	Insecta	https://www.discoverlife.org/mp/20q?search=Insecta	Hymenoptera	https://www.discoverlife.org/mp/20q?search=Hymenoptera	Apidae	https://www.discoverlife.org/mp/20q?search=Apidae							Bombus	https://www.discoverlife.org/mp/20q?search=Bombus			Bombus flavifrons	https://www.discoverlife.org/mp/20q?search=Bombus+flavifrons			Animalia | Arthropoda | Insecta | Hymenoptera | Apidae | Bombus | Bombus flavifrons	https://www.discoverlife.org/mp/20q?search=Animalia | https://www.discoverlife.org/mp/20q?search=Arthropoda | https://www.discoverlife.org/mp/20q?search=Insecta | https://www.discoverlife.org/mp/20q?search=Hymenoptera | https://www.discoverlife.org/mp/20q?search=Apidae | https://www.discoverlife.org/mp/20q?search=Bombus | https://www.discoverlife.org/mp/20q?search=Bombus+flavifrons	kingdom | phylum | class | order | family | genus | species		discoverlife	https://linker.bio,https://zenodo.org/records/10810821/files,https://zenodo.org/records/10045382/files,https://zenodo.org/records/10037817/files,https://zenodo.org/records/8327611/files	hash://sha256/d2903d0384a8b8193819b8061c8c4e6fec8cc2f7fe72dc0e91c90c07ba2fe15e
	Bombus flavifrons	SAME_AS		Bombus flavifrons		species		Bombus | flavifrons		genus | specificEpithet		gbif-parse	https://linker.bio,https://zenodo.org/records/10810821/files,https://zenodo.org/records/10045382/files,https://zenodo.org/records/10037817/files,https://zenodo.org/records/8327611/files	hash://sha256/d2903d0384a8b8193819b8061c8c4e6fec8cc2f7fe72dc0e91c90c07ba2fe15e	HOMONYM_OF	discoverlife	https://www.discoverlife.org/mp/20q?search=Bombus+flavifrons	Bombus flavifrons	Cresson, 1863	species		Animalia	https://www.discoverlife.org/mp/20q?search=Animalia	Arthropoda	https://www.discoverlife.org/mp/20q?search=Arthropoda	Insecta	https://www.discoverlife.org/mp/20q?search=Insecta	Hymenoptera	https://www.discoverlife.org/mp/20q?search=Hymenoptera	Apidae	https://www.discoverlife.org/mp/20q?search=Apidae							Bombus	https://www.discoverlife.org/mp/20q?search=Bombus			Bombus flavifrons	https://www.discoverlife.org/mp/20q?search=Bombus+flavifrons			Animalia | Arthropoda | Insecta | Hymenoptera | Apidae | Bombus | Bombus flavifrons	https://www.discoverlife.org/mp/20q?search=Animalia | https://www.discoverlife.org/mp/20q?search=Arthropoda | https://www.discoverlife.org/mp/20q?search=Insecta | https://www.discoverlife.org/mp/20q?search=Hymenoptera | https://www.discoverlife.org/mp/20q?search=Apidae | https://www.discoverlife.org/mp/20q?search=Bombus | https://www.discoverlife.org/mp/20q?search=Bombus+flavifrons	kingdom | phylum | class | order | family | genus | species		discoverlife	https://linker.bio,https://zenodo.org/records/10810821/files,https://zenodo.org/records/10045382/files,https://zenodo.org/records/10037817/files,https://zenodo.org/records/8327611/files	hash://sha256/d2903d0384a8b8193819b8061c8c4e6fec8cc2f7fe72dc0e91c90c07ba2fe15e
	Bombus flavifrons	SAME_AS		Bombus flavifrons		species		Bombus | flavifrons		genus | specificEpithet		gbif-parse	https://linker.bio,https://zenodo.org/records/10810821/files,https://zenodo.org/records/10045382/files,https://zenodo.org/records/10037817/files,https://zenodo.org/records/8327611/files	hash://sha256/d2903d0384a8b8193819b8061c8c4e6fec8cc2f7fe72dc0e91c90c07ba2fe15e	HAS_ACCEPTED_NAME	gbif	http://www.gbif.org/species/1340467	Bombus flavifrons	Cresson, 1863	species		Animalia	GBIF:1	Arthropoda	GBIF:54	Insecta	GBIF:216	Hymenoptera	GBIF:1457	Apidae	GBIF:4334							Bombus	GBIF:1340278			Bombus flavifrons	GBIF:1340467			Animalia | Arthropoda | Insecta | Hymenoptera | Apidae | Bombus | Bombus flavifrons	GBIF:1 | GBIF:54 | GBIF:216 | GBIF:1457 | GBIF:4334 | GBIF:1340278 | GBIF:1340467	kingdom | phylum | class | order | family | genus | species		gbif	https://linker.bio,https://zenodo.org/records/10810821/files,https://zenodo.org/records/10045382/files,https://zenodo.org/records/10037817/files,https://zenodo.org/records/8327611/files	hash://sha256/d2903d0384a8b8193819b8061c8c4e6fec8cc2f7fe72dc0e91c90c07ba2fe15e
	Bombus flavifrons	SAME_AS		Bombus flavifrons		species		Bombus | flavifrons		genus | specificEpithet		gbif-parse	https://linker.bio,https://zenodo.org/records/10810821/files,https://zenodo.org/records/10045382/files,https://zenodo.org/records/10037817/files,https://zenodo.org/records/8327611/files	hash://sha256/d2903d0384a8b8193819b8061c8c4e6fec8cc2f7fe72dc0e91c90c07ba2fe15e	SYNONYM_OF	gbif	http://www.gbif.org/species/1340436	Bombus vosnesenskii	Radoszkowski, 1862	species		Animalia	GBIF:1	Arthropoda	GBIF:54	Insecta	GBIF:216	Hymenoptera	GBIF:1457	Apidae	GBIF:4334							Bombus	GBIF:1340278			Bombus vosnesenskii	GBIF:1340436			Animalia | Arthropoda | Insecta | Hymenoptera | Apidae | Bombus | Bombus vosnesenskii	GBIF:1 | GBIF:54 | GBIF:216 | GBIF:1457 | GBIF:4334 | GBIF:1340278 | GBIF:1340436	kingdom | phylum | class | order | family | genus | species		gbif	https://linker.bio,https://zenodo.org/records/10810821/files,https://zenodo.org/records/10045382/files,https://zenodo.org/records/10037817/files,https://zenodo.org/records/8327611/files	hash://sha256/d2903d0384a8b8193819b8061c8c4e6fec8cc2f7fe72dc0e91c90c07ba2fe15e
	Bombus flavifrons	SAME_AS		Bombus flavifrons		species		Bombus | flavifrons		genus | specificEpithet		gbif-parse	https://linker.bio,https://zenodo.org/records/10810821/files,https://zenodo.org/records/10045382/files,https://zenodo.org/records/10037817/files,https://zenodo.org/records/8327611/files	hash://sha256/d2903d0384a8b8193819b8061c8c4e6fec8cc2f7fe72dc0e91c90c07ba2fe15e	HAS_ACCEPTED_NAME	itis	http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=714803	Bombus flavifrons	Cresson, 1863	species		Animalia	ITIS:202423	Arthropoda	ITIS:82696	Insecta	ITIS:99208	Hymenoptera	ITIS:152741	Apidae	ITIS:154394	Apinae	ITIS:633913	Bombini	ITIS:633933			Bombus	ITIS:154397			Bombus flavifrons	ITIS:714803			Animalia | Bilateria | Protostomia | Ecdysozoa | Arthropoda | Hexapoda | Insecta | Pterygota | Neoptera | Holometabola | Hymenoptera | Apocrita | Aculeata | Apoidea | Apidae | Apinae | Bombini | Bombus | Bombus flavifrons	ITIS:202423 | ITIS:914154 | ITIS:914155 | ITIS:914158 | ITIS:82696 | ITIS:563886 | ITIS:99208 | ITIS:100500 | ITIS:563890 | ITIS:914213 | ITIS:152741 | ITIS:152864 | ITIS:709253 | ITIS:154344 | ITIS:154394 | ITIS:633913 | ITIS:633933 | ITIS:154397 | ITIS:714803	kingdom | subkingdom | infrakingdom | superphylum | phylum | subphylum | class | subclass | infraclass | superorder | order | suborder | infraorder | superfamily | family | subfamily | tribe | genus | species		itis	https://linker.bio,https://zenodo.org/records/10810821/files,https://zenodo.org/records/10045382/files,https://zenodo.org/records/10037817/files,https://zenodo.org/records/8327611/files	hash://sha256/d2903d0384a8b8193819b8061c8c4e6fec8cc2f7fe72dc0e91c90c07ba2fe15e
	Bombus flavifrons	SAME_AS		Bombus flavifrons		species		Bombus | flavifrons		genus | specificEpithet		gbif-parse	https://linker.bio,https://zenodo.org/records/10810821/files,https://zenodo.org/records/10045382/files,https://zenodo.org/records/10037817/files,https://zenodo.org/records/8327611/files	hash://sha256/d2903d0384a8b8193819b8061c8c4e6fec8cc2f7fe72dc0e91c90c07ba2fe15e	SYNONYM_OF	itis	http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=714848	Bombus vosnesenskii	Radoszkowski, 1862	species		Animalia	ITIS:202423	Arthropoda	ITIS:82696	Insecta	ITIS:99208	Hymenoptera	ITIS:152741	Apidae	ITIS:154394	Apinae	ITIS:633913	Bombini	ITIS:633933			Bombus	ITIS:154397			Bombus vosnesenskii	ITIS:714848			Animalia | Bilateria | Protostomia | Ecdysozoa | Arthropoda | Hexapoda | Insecta | Pterygota | Neoptera | Holometabola | Hymenoptera | Apocrita | Aculeata | Apoidea | Apidae | Apinae | Bombini | Bombus | Bombus vosnesenskii	ITIS:202423 | ITIS:914154 | ITIS:914155 | ITIS:914158 | ITIS:82696 | ITIS:563886 | ITIS:99208 | ITIS:100500 | ITIS:563890 | ITIS:914213 | ITIS:152741 | ITIS:152864 | ITIS:709253 | ITIS:154344 | ITIS:154394 | ITIS:633913 | ITIS:633933 | ITIS:154397 | ITIS:714848	kingdom | subkingdom | infrakingdom | superphylum | phylum | subphylum | class | subclass | infraclass | superorder | order | suborder | infraorder | superfamily | family | subfamily | tribe | genus | species		itis	https://linker.bio,https://zenodo.org/records/10810821/files,https://zenodo.org/records/10045382/files,https://zenodo.org/records/10037817/files,https://zenodo.org/records/8327611/files	hash://sha256/d2903d0384a8b8193819b8061c8c4e6fec8cc2f7fe72dc0e91c90c07ba2fe15e
	Bombus flavifrons	SAME_AS		Bombus flavifrons		species		Bombus | flavifrons		genus | specificEpithet		gbif-parse	https://linker.bio,https://zenodo.org/records/10810821/files,https://zenodo.org/records/10045382/files,https://zenodo.org/records/10037817/files,https://zenodo.org/records/8327611/files	hash://sha256/d2903d0384a8b8193819b8061c8c4e6fec8cc2f7fe72dc0e91c90c07ba2fe15e	SAME_AS	ncbi	https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=103934	Bombus flavifrons		species		Metazoa	NCBI:33208	Arthropoda	NCBI:6656	Insecta	NCBI:50557	Hymenoptera	NCBI:7399	Apidae	NCBI:7458	Apinae	NCBI:70987	Bombini	NCBI:83311			Bombus	NCBI:28641	Pyrobombus	NCBI:144703	Bombus flavifrons	NCBI:103934			root | cellular organisms | Eukaryota | Opisthokonta | Metazoa | Eumetazoa | Bilateria | Protostomia | Ecdysozoa | Panarthropoda | Arthropoda | Mandibulata | Pancrustacea | Hexapoda | Insecta | Dicondylia | Pterygota | Neoptera | Endopterygota | Hymenoptera | Apocrita | Aculeata | Apoidea | Apidae | Apinae | Bombini | Bombus | Pyrobombus | Bombus flavifrons	NCBI:1 | NCBI:131567 | NCBI:2759 | NCBI:33154 | NCBI:33208 | NCBI:6072 | NCBI:33213 | NCBI:33317 | NCBI:1206794 | NCBI:88770 | NCBI:6656 | NCBI:197563 | NCBI:197562 | NCBI:6960 | NCBI:50557 | NCBI:85512 | NCBI:7496 | NCBI:33340 | NCBI:33392 | NCBI:7399 | NCBI:7400 | NCBI:7434 | NCBI:34735 | NCBI:7458 | NCBI:70987 | NCBI:83311 | NCBI:28641 | NCBI:144703 | NCBI:103934	|  | superkingdom | clade | kingdom | clade | clade | clade | clade | clade | phylum | clade | clade | subphylum | class | clade | subclass | infraclass | cohort | order | suborder | infraorder | superfamily | family | subfamily | tribe | genus | subgenus | species		ncbi	https://linker.bio,https://zenodo.org/records/10810821/files,https://zenodo.org/records/10045382/files,https://zenodo.org/records/10037817/files,https://zenodo.org/records/8327611/files	hash://sha256/d2903d0384a8b8193819b8061c8c4e6fec8cc2f7fe72dc0e91c90c07ba2fe15e
